accession	file_name	file_size_bytes	checksum	file_category	ftp_url	aspera_url
PXD030304	191025.zip	25497728184	4ad517ecbfab4e0f67388c25ad89ecb644f2f122	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191025.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191025.zip
PXD030304	190618.zip	25485717024	d75c92d2bde8095df299e26fc724d206cf0c4033	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190618.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190618.zip
PXD030304	190927.zip	25447616275	ccfed79b068051169fdb9916f268fe85710c2c25	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190927.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190927.zip
PXD030304	191017.zip	24834702038	a0459bf11d5f053cb8644de935377e3ffa381f33	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191017.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191017.zip
PXD030304	191122.zip	24231511124	2981ce1c0bec6cfb40218c03deb1f9911f064920	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191122.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191122.zip
PXD030304	200118.zip	23987783276	108368dbdfd861ab211d2457953d25e296105c10	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/200118.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/200118.zip
PXD030304	190620.zip	23694718477	835867361ddc28e1da4283291772f2603f346d42	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190620.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190620.zip
PXD030304	181127.zip	23020197304	efde4ac88cc2f5b245fda6b08280bcde74c2d872	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181127.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181127.zip
PXD030304	190629.zip	22826121932	b1f6fdb54376040e01a73d429830972ba2653187	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190629.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190629.zip
PXD030304	191008.zip	22749918628	61914ab033a262de6a6158d4d90eaca62d5b1683	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191008.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191008.zip
PXD030304	190831.zip	22523673724	8c4ad4b83c89da4e5c4b725f0fe3f62897cc7d37	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190831.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190831.zip
PXD030304	190726.zip	22391156864	4e7248eea30ef8484de1740863252bbfa3b7c78e	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190726.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190726.zip
PXD030304	181210.zip	22305431278	7d93702d6faec95c86c860bdb567280dee73c2ac	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181210.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181210.zip
PXD030304	191113.zip	22144972743	8fd1e7a6b3dacc9c1d50babad44555e7b2c844a7	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191113.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191113.zip
PXD030304	191102.zip	21753737099	a37522665f217ee49a6f38f454a836e32af0b5e6	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191102.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191102.zip
PXD030304	200124.zip	21619449158	21f110c6ff1b48765d0ce26c0d503906ad2b0d98	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/200124.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/200124.zip
PXD030304	181211.zip	21540740407	544da86c24d8eaa3116daa4346e386298ad89287	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181211.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181211.zip
PXD030304	190830.zip	21423457413	0f8839e295a0adb6d6a13c6b0f0452310729b61c	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190830.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190830.zip
PXD030304	181025.zip	21275983657	04ea08a2b72a1e1f4462b6623339ee6106e450e0	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181025.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181025.zip
PXD030304	191014.zip	21233505250	d509be3d42b74511434fa310930db96ccaa69e92	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191014.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191014.zip
PXD030304	190701.zip	21219671505	6b84b4dfdd52378b6de274a03ca3c89f60c59cae	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190701.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190701.zip
PXD030304	191129.zip	20764248102	00ec0be3ce8552b11be6605b84da6884ef85004b	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191129.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191129.zip
PXD030304	191202.zip	20736410907	d9453c6624d9962ea4920cea3a3b62ef69d127d2	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191202.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191202.zip
PXD030304	191119.zip	20633004660	1be8982c68b8b6f2545aa9a2d96ffc896fd9e951	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191119.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191119.zip
PXD030304	191201.zip	20420479745	5887c9f8683135d2fcc9834499df1ed995047c30	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191201.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191201.zip
PXD030304	181231.zip	20121925039	9859b804219b483125b1688589c2740c65ae69e6	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181231.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181231.zip
PXD030304	181225.zip	20088892212	62f30013706722f1a813653ac2e1d04ae80bf905	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181225.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181225.zip
PXD030304	191018.zip	19974445471	7fc11e284127f899c019e6fa1c984d84007b9a8b	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191018.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191018.zip
PXD030304	200130.zip	19398814750	c8826f98b53895f938837e4f0ce5428251e3abd3	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/200130.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/200130.zip
PXD030304	190811.zip	19374310353	d62524ba053e21371e56070857fbb2438598e890	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190811.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190811.zip
PXD030304	191004.zip	19223719527	91490af12dc2b3ffc90499160a85c781d76bb71b	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191004.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191004.zip
PXD030304	191101.zip	19118816716	e9e4fb3a69d3c6c82f01ead6a7a06fa16d3e3d67	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191101.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191101.zip
PXD030304	190206.zip	18770742355	05ece569809674f84a7c5aace1ee408c7abb86d6	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190206.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190206.zip
PXD030304	181031.zip	18745947151	b256ba8545efa875999f519fa6f506ab0aaae522	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181031.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181031.zip
PXD030304	190902.zip	18521423321	7fb9088ed12c4d335b16ad00285f8954f44377e7	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190902.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190902.zip
PXD030304	180329.zip	18460555984	2ef3601fc6e5b5fe090218f71e3776cf11398854	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/180329.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/180329.zip
PXD030304	191110.zip	18446094732	1765982109691e7a8707cb5294570a696f6f4819	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191110.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191110.zip
PXD030304	190124.zip	18400031714	a571f07e4645a8eac22f1c4ab41e06a0294a0cf6	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190124.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190124.zip
PXD030304	190517.zip	18201297803	43697abdd4e2699e5a32061bde924eb740a07577	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190517.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190517.zip
PXD030304	191005.zip	18071242946	a95218c0fa830d7dde70bc8faec9d1a13772198b	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191005.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191005.zip
PXD030304	181004.zip	17966412220	077168ac20a201d21f3928dd53669ed1089a1532	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181004.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181004.zip
PXD030304	190129.zip	17798155139	8ce942320e6a90832ee57a6057469f57c84013f6	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190129.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190129.zip
PXD030304	190702.zip	17746293807	3daf18b4bc384f294f34ac3cca7abcc786e02d36	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190702.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190702.zip
PXD030304	190905.zip	17660539735	c1639d24d05ee53cc0f05fe7d1a2ef0a1c96b76b	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190905.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190905.zip
PXD030304	191109.zip	17610520904	c49af0c44d0759791fcafd8e2ad7a24a357d8cbd	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191109.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191109.zip
PXD030304	191103.zip	17475169491	8663a0e01192b38f6f35edae1a547b62f5b5fcca	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191103.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191103.zip
PXD030304	190730.zip	17469937829	1dddf234df60407d59c61fc91c5fbbd36cc05317	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190730.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190730.zip
PXD030304	191003.zip	17414128176	c80b4896076b9f8725013189346aa0de41551080	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191003.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191003.zip
PXD030304	190925.zip	17365913923	438fe682274bbf3d810d0a3072065a4d1d1ab2d0	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190925.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190925.zip
PXD030304	181216.zip	17292252472	e20a0e40781de5dd597f5a6c2b941c33bd09eb29	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181216.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181216.zip
PXD030304	190712.zip	17091242629	efb64d2cc2c6ff8d6e96fd701829bb530ce0850a	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190712.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190712.zip
PXD030304	190907.zip	17048059013	02081466a6bc28cec80aed3290b28731758ce713	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190907.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190907.zip
PXD030304	181007.zip	16742660633	8f94b970dd64b4fe9a0d1545d94757659352c77f	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181007.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181007.zip
PXD030304	191120.zip	16702086311	41e0b546968e3e199ecc38d1ea6ab45485835e25	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191120.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191120.zip
PXD030304	191006.zip	16681015387	a9c57852ef0da4c37c5fd817651a7bdeb4bb5619	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191006.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191006.zip
PXD030304	180822.zip	16437001714	0f6e4561bf0ee07a5813c251ac8cff19a2b6ae48	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/180822.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/180822.zip
PXD030304	190208.zip	16433435456	8239418140385c70c22a5efc04ee5ca5d5b94ca9	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190208.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190208.zip
PXD030304	180917.zip	16374646878	41c82e87123a083a9425077e781e612e481c603a	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/180917.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/180917.zip
PXD030304	191125.zip	16249705020	3a5ae281661cfb54a82fa0ed1997035d962cd9e3	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191125.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191125.zip
PXD030304	191010.zip	15999282243	d91351f75f16a57d809897032424297ea2a61973	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191010.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191010.zip
PXD030304	190111.zip	15866109779	75afd510c38affcffe20fe2f38689e1f5546d373	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190111.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190111.zip
PXD030304	180912.zip	15843734723	5c9390426a2dbaccd5222c914bd14f006c03c14d	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/180912.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/180912.zip
PXD030304	190716.zip	15804926735	64b03b351367404ba142d9c14db83e8a9281c474	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190716.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190716.zip
PXD030304	191114.zip	15575941853	007a038454545240ff2b7a4f8a7591df7e22e086	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/191114.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/191114.zip
PXD030304	181220.zip	15563198210	cc004b4d75225642b1b96f905bc6aca889a0e384	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181220.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181220.zip
PXD030304	181102.zip	15486293710	295ddc5276050b368062b041d6e8dde06ae94773	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181102.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181102.zip
PXD030304	190619.zip	15300381527	b866baaec8758ccdb3d66261a1d98363e1487d90	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190619.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190619.zip
PXD030304	190613.zip	15220846576	9ab6eaffb8e2d61318bc89e2da6f13bbb7e2d645	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/190613.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/190613.zip
PXD030304	181219.zip	15140760160	b42048ebdd6109d00f2db40d51e509e1d942fffb	RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD030304/181219.zip	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/07/PXD030304/181219.zip
