accession	file_name	file_size_bytes	checksum	file_category	submission_date	publication_date	ftp_url	aspera_url
PXD052488	230612_Alv-13-Frac_2.raw	490177258		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_2.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_2.raw
PXD052488	230612_Alv-13-Frac_3.raw	797242174		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_3.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_3.raw
PXD052488	230612_Alv-13-Frac_4.raw	911045140		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_4.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_4.raw
PXD052488	230612_Alv-13-Frac_5.raw	841771934		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_5.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_5.raw
PXD052488	230612_Alv-13-Frac_6.raw	725219446		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_6.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_6.raw
PXD052488	230612_Alv-13-Frac_7.raw	894743340		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_7.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-13-Frac_7.raw
PXD052488	230612_Alv-14-Frac_1.raw	337456962		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_1.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_1.raw
PXD052488	230612_Alv-14-Frac_2.raw	511832522		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_2.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_2.raw
PXD052488	230612_Alv-14-Frac_3.raw	895767690		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_3.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_3.raw
PXD052488	230612_Alv-14-Frac_4.raw	1116018694		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_4.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_4.raw
PXD052488	230612_Alv-14-Frac_5.raw	794329332		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_5.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_5.raw
PXD052488	230612_Alv-14-Frac_6.raw	624221470		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_6.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_6.raw
PXD052488	230612_Alv-14-Frac_7.raw	818349318		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_7.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-14-Frac_7.raw
PXD052488	230612_Alv-15-Frac_1.raw	339517280		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_1.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_1.raw
PXD052488	230612_Alv-15-Frac_2.raw	511069046		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_2.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_2.raw
PXD052488	230612_Alv-15-Frac_3.raw	893932918		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_3.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_3.raw
PXD052488	230612_Alv-15-Frac_4.raw	1020493650		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_4.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_4.raw
PXD052488	230612_Alv-15-Frac_5.raw	810337116		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_5.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_5.raw
PXD052488	230612_Alv-15-Frac_6.raw	678934770		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_6.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_6.raw
PXD052488	230612_Alv-15-Frac_7.raw	906048956		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_7.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-15-Frac_7.raw
PXD052488	230612_Alv-16-Frac_1.raw	356405040		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_1.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_1.raw
PXD052488	230612_Alv-16-Frac_2.raw	523586350		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_2.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_2.raw
PXD052488	230612_Alv-16-Frac_3.raw	822264996		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_3.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_3.raw
PXD052488	230612_Alv-16-Frac_4.raw	911153176		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_4.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_4.raw
PXD052488	230612_Alv-16-Frac_5.raw	809505122		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_5.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_5.raw
PXD052488	230612_Alv-16-Frac_6.raw	739305950		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_6.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_6.raw
PXD052488	230612_Alv-16-Frac_7.raw	890179986		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_7.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-16-Frac_7.raw
PXD052488	230612_Alv-17-Frac_1.raw	379127360		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_1.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_1.raw
PXD052488	230612_Alv-17-Frac_2.raw	497766730		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_2.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_2.raw
PXD052488	230612_Alv-17-Frac_3.raw	792419926		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_3.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_3.raw
PXD052488	230612_Alv-17-Frac_4.raw	910112486		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_4.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_4.raw
PXD052488	230612_Alv-17-Frac_5.raw	853924946		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_5.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_5.raw
PXD052488	230612_Alv-17-Frac_6.raw	843001566		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_6.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_6.raw
PXD052488	230612_Alv-17-Frac_7.raw	917494944		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_7.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-17-Frac_7.raw
PXD052488	230612_Alv-18-Frac_1.raw	26479888		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_1.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_1.raw
PXD052488	230612_Alv-18-Frac_2.raw	377510030		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_2.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_2.raw
PXD052488	230612_Alv-18-Frac_3.raw	630926482		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_3.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_3.raw
PXD052488	230612_Alv-18-Frac_4.raw	678275434		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_4.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_4.raw
PXD052488	230612_Alv-18-Frac_5.raw	77395852		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_5.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_5.raw
PXD052488	230612_Alv-18-Frac_6.raw	25781112		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_6.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_6.raw
PXD052488	230612_Alv-18-Frac_7.raw	105597814		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_7.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-18-Frac_7.raw
PXD052488	230612_Alv-2-Frac_1.raw	422607064		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-2-Frac_1.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-2-Frac_1.raw
PXD052488	230612_Alv-2-Frac_2.raw	556921408		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-2-Frac_2.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-2-Frac_2.raw
PXD052488	230612_Alv-2-Frac_3.raw	865806652		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-2-Frac_3.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-2-Frac_3.raw
PXD052488	230612_Alv-2-Frac_4.raw	1050986270		RAW	2024-05-22T20:55:36.241+00:00	2025-08-03T23:02:59.966+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD052488/230612_Alv-2-Frac_4.raw	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2025/08/PXD052488/230612_Alv-2-Frac_4.raw
